tmax,tmin,station,date
0.5,-12.6,BASE SAN MARTIN,2019-08-25
19.1,4.4,BENITO JUAREZ AERO,2019-08-25
24.1,10,BERNARDO DE IRIGOYEN AERO,2019-08-25
21.3,4.1,BOLIVAR AERO,2019-08-25
18.4,11.5,BUENOS AIRES,2019-08-25
18.3,9.7,CAMPO DE MAYO AERO,2019-08-25
30.6,11.8,CATAMARCA AERO,2019-08-25
24.8,12,CERES AERO,2019-08-25
27.4,14.1,CHAMICAL AERO,2019-08-25
10.6,1.4,CHAPELCO AERO,2019-08-25
27,11,CHEPES,2019-08-25
26.6,7.3,CHILECITO AERO,2019-08-25
19,9.2,CIPOLLETTI,2019-08-25
14.5,5.9,COMODORO RIVADAVIA AERO,2019-08-25
20,10.4,CONCORDIA AERO,2019-08-25
25.7,7.6,CORDOBA AERO,2019-08-25
25.5,11,CORDOBA OBSERVATORIO,2019-08-25
20.1,3.2,CORONEL PRINGLES AERO,2019-08-25
20.2,1.6,CORONEL SUAREZ AERO,2019-08-25
27,14.9,CORRIENTES AERO,2019-08-25
17.2,9,DOLORES AERO,2019-08-25
10.5,-0.7,EL BOLSON AERO,2019-08-25
8.9,-4,EL CALAFATE AERO,2019-08-25
19,11,EL PALOMAR AERO,2019-08-25
22.3,8.8,EL TREBOL,2019-08-25
24.8,7,ESC.AVIACION MILITAR AERO,2019-08-25
,-0.6,ESQUEL AERO,2019-08-25
19,10,EZEIZA AERO,2019-08-25
26.9,14.6,FORMOSA AERO,2019-08-25
22.5,5.3,GENERAL PICO AERO,2019-08-25
12,2.8,GOBERNADOR GREGORES AERO,2019-08-25
20.1,11.2,GUALEGUAYCHU AERO,2019-08-25
27.9,12.5,IGUAZU AERO,2019-08-25
,,ITUZAINGO,2019-08-25
,,JACHAL,2019-08-25
29.3,10.8,JUJUY AERO,2019-08-25
27.6,7.8,JUJUY U N,2019-08-25
21.2,5,JUNIN AERO,2019-08-25
17,10,LA PLATA AERO,2019-08-25
18,1.9,LA QUIACA OBS.,2019-08-25
29,10.3,LA RIOJA AERO,2019-08-25
23.7,3.9,LABOULAYE AERO,2019-08-25
19.5,6,LAS FLORES AERO,2019-08-25
31.5,18.2,LAS LOMITAS,2019-08-25
18.6,4,MALARGUE AERO,2019-08-25
14.1,-0.8,MAQUINCHAO,2019-08-25
17.7,7.6,MAR DEL PLATA AERO,2019-08-25
22.5,7.6,MARCOS JUAREZ AERO,2019-08-25
20,8.5,MARIANO MORENO AERO,2019-08-25
23.6,7.2,MENDOZA AERO,2019-08-25
,9.8,MENDOZA OBSERVATORIO,2019-08-25
23.2,13,MERCEDES AERO (CTES),2019-08-25
19.6,10.1,MERLO AERO,2019-08-25
29.5,11,METAN,2019-08-25
20.8,12.4,MONTE CASEROS AERO,2019-08-25
19.2,11,MORON AERO,2019-08-25
17.4,7.5,NEUQUEN AERO,2019-08-25
21.2,6.3,NUEVE DE JULIO,2019-08-25
,,OBERA AERO,2019-08-25
,4.7,OLAVARRIA AERO,2019-08-25
31.5,14.3,ORAN AERO,2019-08-25
22.2,11.1,PARANA AERO,2019-08-25
14.5,-1.6,PASO DE INDIOS,2019-08-25
23.6,12.3,PASO DE LOS LIBRES AERO,2019-08-25
29.4,15.5,PCIA. ROQUE SAENZ PE�A AERO,2019-08-25
21.4,4.4,PEHUAJO AERO,2019-08-25
,-0.1,PERITO MORENO AERO,2019-08-25
18.8,5.8,PIGUE AERO,2019-08-25
25.1,8.5,PILAR OBS.,2019-08-25
27.4,15.6,POSADAS AERO,2019-08-25
12.6,3.5,PUERTO DESEADO AERO,2019-08-25
16.2,3.4,PUERTO MADRYN AERO,2019-08-25
17,9,PUNTA INDIO B.A.,2019-08-25
,9.3,RAFAELA AERO,2019-08-25
19.1,12.3,RECONQUISTA AERO,2019-08-25
29,15.7,RESISTENCIA AERO,2019-08-25
18.4,11.8,RIO COLORADO,2019-08-25
23.5,8.2,RIO CUARTO AERO,2019-08-25
11.6,-1,RIO GALLEGOS AERO,2019-08-25
9.6,-1.3,RIO GRANDE B.A.,2019-08-25
34.8,15.8,RIVADAVIA,2019-08-25
19.6,10.1,ROSARIO AERO,2019-08-25
28.5,5.1,SALTA AERO,2019-08-25
15.5,7.5,SAN ANTONIO OESTE AERO,2019-08-25
,,SAN CARLOS (MZA),2019-08-25
18.2,11.6,SAN FERNANDO,2019-08-25
25.4,5.2,SAN JUAN AERO,2019-08-25
13.9,3.7,SAN JULIAN AERO,2019-08-25
25.5,9.5,SAN LUIS AERO,2019-08-25
23.6,8.1,SAN MARTIN (MZA),2019-08-25
20.6,8.2,SAN RAFAEL AERO,2019-08-25
12.4,0.6,SANTA CRUZ AERO,2019-08-25
21.4,5.3,SANTA ROSA AERO,2019-08-25
25.6,3.2,SANTA ROSA DE CONLARA AERO,2019-08-25
30.5,8,SANTIAGO DEL ESTERO AERO,2019-08-25
22.7,12.1,SAUCE VIEJO AERO,2019-08-25
23.5,10,SUNCHALES AERO,2019-08-25
18.6,1.4,TANDIL AERO,2019-08-25
29.6,13.5,TARTAGAL AERO,2019-08-25
27.7,8,TERMAS DE RIO HONDO AERO,2019-08-25
30,6.4,TINOGASTA,2019-08-25
16.2,5.6,TRELEW AERO,2019-08-25
,,TRENQUE LAUQUEN,2019-08-25
20.5,7,TRES ARROYOS,2019-08-25
28.2,11.8,TUCUMAN AERO,2019-08-25
7.8,4.2,USHUAIA AERO,2019-08-25
23.5,0.1,USPALLATA,2019-08-25
,4.6,VENADO TUERTO,2019-08-25
22.5,7.4,VICTORICA,2019-08-25
14.5,9.5,VIEDMA AERO,2019-08-25
27,11.3,VILLA DOLORES AERO,2019-08-25
18,8,VILLA GESELL AERO,2019-08-25
24,5.1,VILLA MARIA DEL RIO SECO,2019-08-25
25.8,1.5,VILLA REYNOLDS AERO,2019-08-25
18.5,13.3,AEROPARQUE AERO,2019-08-26
20.5,3,AZUL AERO,2019-08-26
24.1,5.6,BAHIA BLANCA AERO,2019-08-26
8.8,3.2,BARILOCHE AERO,2019-08-26
-14.4,-25.5,BASE BELGRANO II,2019-08-26
1.3,-1.1,BASE CARLINI (EX JUBANY),2019-08-26
5.1,-5,BASE ESPERANZA,2019-08-26
4,-10,BASE MARAMBIO,2019-08-26
3.1,-1.6,BASE ORCADAS,2019-08-26
2,-3,BASE SAN MARTIN,2019-08-26
22,4,BENITO JUAREZ AERO,2019-08-26
22.2,12.1,BERNARDO DE IRIGOYEN AERO,2019-08-26
23.6,2.4,BOLIVAR AERO,2019-08-26
23.4,13.2,BUENOS AIRES,2019-08-26
22.7,9,CAMPO DE MAYO AERO,2019-08-26
33.3,10.6,CATAMARCA AERO,2019-08-26
26.6,13.9,CERES AERO,2019-08-26
29.4,10.4,CHAMICAL AERO,2019-08-26
9.4,4,CHAPELCO AERO,2019-08-26
28.5,9,CHEPES,2019-08-26
30,9.7,CHILECITO AERO,2019-08-26
18.2,7.7,CIPOLLETTI,2019-08-26
14.5,8,COMODORO RIVADAVIA AERO,2019-08-26
22.6,14.5,CONCORDIA AERO,2019-08-26
27.2,6.7,CORDOBA AERO,2019-08-26
27.6,10.2,CORDOBA OBSERVATORIO,2019-08-26
23.5,5.1,CORONEL PRINGLES AERO,2019-08-26
22,1.3,CORONEL SUAREZ AERO,2019-08-26
23.6,7.8,CORRIENTES AERO,2019-08-26
20.9,5.5,DOLORES AERO,2019-08-26
12.1,6.1,EL BOLSON AERO,2019-08-26
9.4,0.2,EL CALAFATE AERO,2019-08-26
23,9.1,EL PALOMAR AERO,2019-08-26
23.1,8.1,EL TREBOL,2019-08-26
,7,ESC.AVIACION MILITAR AERO,2019-08-26
,3,ESQUEL AERO,2019-08-26
22.5,10.6,EZEIZA AERO,2019-08-26
21.1,17.2,FORMOSA AERO,2019-08-26
26.5,8.4,GENERAL PICO AERO,2019-08-26
8,2.2,GOBERNADOR GREGORES AERO,2019-08-26
20.4,13.8,GUALEGUAYCHU AERO,2019-08-26
24,14,IGUAZU AERO,2019-08-26
21.8,15,ITUZAINGO,2019-08-26
31.5,2.6,JACHAL,2019-08-26
31.6,12.7,JUJUY AERO,2019-08-26
28.6,10,JUJUY U N,2019-08-26
22.5,5.3,JUNIN AERO,2019-08-26
22.6,10.2,LA PLATA AERO,2019-08-26
18.1,-4.5,LA QUIACA OBS.,2019-08-26
31,9.7,LA RIOJA AERO,2019-08-26
24.3,4.9,LABOULAYE AERO,2019-08-26
22,5.5,LAS FLORES AERO,2019-08-26
27.2,17.3,LAS LOMITAS,2019-08-26
23,2.8,MALARGUE AERO,2019-08-26
12,5,MAQUINCHAO,2019-08-26
19.5,8.2,MAR DEL PLATA AERO,2019-08-26
22.5,7.9,MARCOS JUAREZ AERO,2019-08-26
23,7.5,MARIANO MORENO AERO,2019-08-26
24.8,7,MENDOZA AERO,2019-08-26
,8.6,MENDOZA OBSERVATORIO,2019-08-26
21,16,MERCEDES AERO (CTES),2019-08-26
23.1,10,MERLO AERO,2019-08-26
,11.5,METAN,2019-08-26
24.2,14.8,MONTE CASEROS AERO,2019-08-26
22.8,11.9,MORON AERO,2019-08-26
18.6,9,NEUQUEN AERO,2019-08-26
23,6.6,NUEVE DE JULIO,2019-08-26
19.5,14.8,OBERA AERO,2019-08-26
21.1,5.5,OLAVARRIA AERO,2019-08-26
33.5,15.4,ORAN AERO,2019-08-26
22.9,13.9,PARANA AERO,2019-08-26
12.5,4.3,PASO DE INDIOS,2019-08-26
23,15.4,PASO DE LOS LIBRES AERO,2019-08-26
26.3,17,PCIA. ROQUE SAENZ PE�A AERO,2019-08-26
23.6,4.7,PEHUAJO AERO,2019-08-26
8.9,3.6,PERITO MORENO AERO,2019-08-26
21.5,6.9,PIGUE AERO,2019-08-26
25,7.7,PILAR OBS.,2019-08-26
22.8,17,POSADAS AERO,2019-08-26
13,3.8,PUERTO DESEADO AERO,2019-08-26
19.2,8,PUERTO MADRYN AERO,2019-08-26
22,10.5,PUNTA INDIO B.A.,2019-08-26
23.8,12.4,RAFAELA AERO,2019-08-26
25.5,16.5,RECONQUISTA AERO,2019-08-26
25.2,16.9,RESISTENCIA AERO,2019-08-26
22.2,11,RIO COLORADO,2019-08-26
28.9,11.2,RIO CUARTO AERO,2019-08-26
11,2.8,RIO GALLEGOS AERO,2019-08-26
8.7,1.5,RIO GRANDE B.A.,2019-08-26
35,16.4,RIVADAVIA,2019-08-26
23,9.7,ROSARIO AERO,2019-08-26
,7.6,SALTA AERO,2019-08-26
20.5,5.3,SAN ANTONIO OESTE AERO,2019-08-26
26,8,SAN CARLOS (MZA),2019-08-26
24,12.8,SAN FERNANDO,2019-08-26
28,5.5,SAN JUAN AERO,2019-08-26
12.9,4.3,SAN JULIAN AERO,2019-08-26
29.1,9.8,SAN LUIS AERO,2019-08-26
27,7.1,SAN MARTIN (MZA),2019-08-26
25.1,4.6,SAN RAFAEL AERO,2019-08-26
11.2,2.8,SANTA CRUZ AERO,2019-08-26
26.5,5.4,SANTA ROSA AERO,2019-08-26
28.6,2.8,SANTA ROSA DE CONLARA AERO,2019-08-26
29.2,11.2,SANTIAGO DEL ESTERO AERO,2019-08-26
23.5,14.6,SAUCE VIEJO AERO,2019-08-26
26,11.7,SUNCHALES AERO,2019-08-26
19.6,3.6,TANDIL AERO,2019-08-26
32.6,18,TARTAGAL AERO,2019-08-26
26.8,9,TERMAS DE RIO HONDO AERO,2019-08-26
31.5,5.5,TINOGASTA,2019-08-26
19.3,8.4,TRELEW AERO,2019-08-26
24.5,7.4,TRENQUE LAUQUEN,2019-08-26
23.5,8,TRES ARROYOS,2019-08-26
28.6,10.4,TUCUMAN AERO,2019-08-26
8.5,4,USHUAIA AERO,2019-08-26
25.5,5.4,USPALLATA,2019-08-26
23,5.2,VENADO TUERTO,2019-08-26
27,6.7,VICTORICA,2019-08-26
14.2,8,VIEDMA AERO,2019-08-26
28,10.2,VILLA DOLORES AERO,2019-08-26
19.5,8,VILLA GESELL AERO,2019-08-26
26,,VILLA MARIA DEL RIO SECO,2019-08-26
31,3.5,VILLA REYNOLDS AERO,2019-08-26
20.5,13.8,AEROPARQUE AERO,2019-08-27
22.5,8.5,AZUL AERO,2019-08-27
24.1,10.3,BAHIA BLANCA AERO,2019-08-27
9.6,-2.4,BARILOCHE AERO,2019-08-27
-20,-26,BASE BELGRANO II,2019-08-27
3.2,-2.3,BASE CARLINI (EX JUBANY),2019-08-27
-0.4,-5,BASE ESPERANZA,2019-08-27
0.6,-5.5,BASE MARAMBIO,2019-08-27
-0.8,-5,BASE ORCADAS,2019-08-27
2.5,-15,BASE SAN MARTIN,2019-08-27
22.2,7.8,BENITO JUAREZ AERO,2019-08-27
27.1,15.2,BERNARDO DE IRIGOYEN AERO,2019-08-27
24.5,10.4,BOLIVAR AERO,2019-08-27
23.6,12.6,BUENOS AIRES,2019-08-27
24.6,9.6,CAMPO DE MAYO AERO,2019-08-27
32.7,13.8,CATAMARCA AERO,2019-08-27
29,14.2,CERES AERO,2019-08-27
29.2,16.9,CHAMICAL AERO,2019-08-27
14.5,-2.3,CHAPELCO AERO,2019-08-27
26.5,8.5,CHEPES,2019-08-27
28.3,9.5,CHILECITO AERO,2019-08-27
22.5,6.8,CIPOLLETTI,2019-08-27
16.2,5.9,COMODORO RIVADAVIA AERO,2019-08-27
25.1,12.9,CONCORDIA AERO,2019-08-27
28.6,11,CORDOBA AERO,2019-08-27
28.4,13.4,CORDOBA OBSERVATORIO,2019-08-27
22.4,9,CORONEL PRINGLES AERO,2019-08-27
22.5,10.9,CORONEL SUAREZ AERO,2019-08-27
27.8,14,CORRIENTES AERO,2019-08-27
23,7.2,DOLORES AERO,2019-08-27
10.6,-2,EL BOLSON AERO,2019-08-27
10.1,-2,EL CALAFATE AERO,2019-08-27
23.6,9.4,EL PALOMAR AERO,2019-08-27
25.7,12.5,EL TREBOL,2019-08-27
27.7,12,ESC.AVIACION MILITAR AERO,2019-08-27
6.4,-3.3,ESQUEL AERO,2019-08-27
24.2,9.8,EZEIZA AERO,2019-08-27
29.2,14.9,FORMOSA AERO,2019-08-27
25.5,10.6,GENERAL PICO AERO,2019-08-27
7.5,2,GOBERNADOR GREGORES AERO,2019-08-27
26.2,11.9,GUALEGUAYCHU AERO,2019-08-27
29.5,12.5,IGUAZU AERO,2019-08-27
29,11.5,ITUZAINGO,2019-08-27
24,6.4,JACHAL,2019-08-27
,11.3,JUJUY AERO,2019-08-27
28.2,11.2,JUJUY U N,2019-08-27
25,11.5,JUNIN AERO,2019-08-27
22.4,8.3,LA PLATA AERO,2019-08-27
18.4,-2.1,LA QUIACA OBS.,2019-08-27
29.4,12.5,LA RIOJA AERO,2019-08-27
27,11,LABOULAYE AERO,2019-08-27
22.5,8,LAS FLORES AERO,2019-08-27
31.4,15.8,LAS LOMITAS,2019-08-27
20.7,7.2,MALARGUE AERO,2019-08-27
17,-4.4,MAQUINCHAO,2019-08-27
18.6,8.8,MAR DEL PLATA AERO,2019-08-27
26.7,12.6,MARCOS JUAREZ AERO,2019-08-27
25,7.4,MARIANO MORENO AERO,2019-08-27
22.6,11.4,MENDOZA AERO,2019-08-27
,10.6,MENDOZA OBSERVATORIO,2019-08-27
26.2,13,MERCEDES AERO (CTES),2019-08-27
25.1,10.8,MERLO AERO,2019-08-27
26,12.5,MONTE CASEROS AERO,2019-08-27
24,11.3,MORON AERO,2019-08-27
22.7,5.3,NEUQUEN AERO,2019-08-27
24.9,12.1,NUEVE DE JULIO,2019-08-27
27.5,13,OBERA AERO,2019-08-27
24.1,10.1,OLAVARRIA AERO,2019-08-27
33.5,15,ORAN AERO,2019-08-27
26.3,14,PARANA AERO,2019-08-27
15.7,-1.4,PASO DE INDIOS,2019-08-27
25.5,12.8,PASO DE LOS LIBRES AERO,2019-08-27
30.5,15.5,PCIA. ROQUE SAENZ PE�A AERO,2019-08-27
24.9,10.5,PEHUAJO AERO,2019-08-27
7.6,0.3,PERITO MORENO AERO,2019-08-27
21,10.8,PIGUE AERO,2019-08-27
27.4,12,PILAR OBS.,2019-08-27
28.5,14.1,POSADAS AERO,2019-08-27
8.4,1.8,PUERTO DESEADO AERO,2019-08-27
15.2,0.4,PUERTO MADRYN AERO,2019-08-27
22,9,PUNTA INDIO B.A.,2019-08-27
25.8,15.1,RAFAELA AERO,2019-08-27
27.5,15,RECONQUISTA AERO,2019-08-27
29,14.5,RESISTENCIA AERO,2019-08-27
23.4,10,RIO COLORADO,2019-08-27
27.5,13.4,RIO CUARTO AERO,2019-08-27
10.2,1.4,RIO GALLEGOS AERO,2019-08-27
5.2,0,RIO GRANDE B.A.,2019-08-27
33.6,16.3,RIVADAVIA,2019-08-27
25.9,15,ROSARIO AERO,2019-08-27
28.3,9.7,SALTA AERO,2019-08-27
20,-4.2,SAN ANTONIO OESTE AERO,2019-08-27
23.5,6.5,SAN CARLOS (MZA),2019-08-27
22.6,10.8,SAN FERNANDO,2019-08-27
24.2,10,SAN JUAN AERO,2019-08-27
7.9,2.7,SAN JULIAN AERO,2019-08-27
23.6,8.4,SAN LUIS AERO,2019-08-27
21.9,10.1,SAN MARTIN (MZA),2019-08-27
20.6,11.6,SAN RAFAEL AERO,2019-08-27
7.7,1.4,SANTA CRUZ AERO,2019-08-27
24.3,11.1,SANTA ROSA AERO,2019-08-27
26.2,6.6,SANTA ROSA DE CONLARA AERO,2019-08-27
31,13,SANTIAGO DEL ESTERO AERO,2019-08-27
26.9,15.8,SAUCE VIEJO AERO,2019-08-27
29,14.7,SUNCHALES AERO,2019-08-27
22,7.2,TANDIL AERO,2019-08-27
31.2,14.4,TARTAGAL AERO,2019-08-27
31.2,10.4,TERMAS DE RIO HONDO AERO,2019-08-27
30,6,TINOGASTA,2019-08-27
16,-1.5,TRELEW AERO,2019-08-27
25.7,12.9,TRENQUE LAUQUEN,2019-08-27
22.9,9.5,TRES ARROYOS,2019-08-27
30.8,14,TUCUMAN AERO,2019-08-27
8.2,3.2,USHUAIA AERO,2019-08-27
27,0.3,USPALLATA,2019-08-27
25.2,10.5,VENADO TUERTO,2019-08-27
21.1,13.5,VICTORICA,2019-08-27
17.8,-1,VIEDMA AERO,2019-08-27
25.4,13.3,VILLA DOLORES AERO,2019-08-27
19.5,7.8,VILLA GESELL AERO,2019-08-27
28,11.1,VILLA MARIA DEL RIO SECO,2019-08-27
27.9,9.6,VILLA REYNOLDS AERO,2019-08-27
22,15.6,AEROPARQUE AERO,2019-08-28
25.2,15,AZUL AERO,2019-08-28
25,16.6,BAHIA BLANCA AERO,2019-08-28
9,-0.4,BARILOCHE AERO,2019-08-28
-17,-23,BASE BELGRANO II,2019-08-28
0.9,-4.4,BASE CARLINI (EX JUBANY),2019-08-28
-1.7,-5.2,BASE ESPERANZA,2019-08-28
-4.1,-11.9,BASE MARAMBIO,2019-08-28
-2.8,-5.5,BASE ORCADAS,2019-08-28
-0.5,-9,BASE SAN MARTIN,2019-08-28
25.7,14.7,BENITO JUAREZ AERO,2019-08-28
27.5,17,BERNARDO DE IRIGOYEN AERO,2019-08-28
27.6,16.4,BOLIVAR AERO,2019-08-28
26,16.5,BUENOS AIRES,2019-08-28
26.5,16.4,CAMPO DE MAYO AERO,2019-08-28
34,17.8,CATAMARCA AERO,2019-08-28
33.4,17.2,CERES AERO,2019-08-28
32.8,15.9,CHAMICAL AERO,2019-08-28
9.9,1.2,CHAPELCO AERO,2019-08-28
32,15,CHEPES,2019-08-28
35.5,9.3,CHILECITO AERO,2019-08-28
22.8,9.6,CIPOLLETTI,2019-08-28
15.6,6.2,COMODORO RIVADAVIA AERO,2019-08-28
27,14.2,CONCORDIA AERO,2019-08-28
34.4,14.1,CORDOBA AERO,2019-08-28
34.8,16.8,CORDOBA OBSERVATORIO,2019-08-28
25.6,15.3,CORONEL PRINGLES AERO,2019-08-28
27.3,16.2,CORONEL SUAREZ AERO,2019-08-28
31.9,17.1,CORRIENTES AERO,2019-08-28
25.7,13,DOLORES AERO,2019-08-28
11.5,4,EL BOLSON AERO,2019-08-28
7.9,-0.2,EL CALAFATE AERO,2019-08-28
26.9,16.5,EL PALOMAR AERO,2019-08-28
30.8,15,EL TREBOL,2019-08-28
33.8,12.6,ESC.AVIACION MILITAR AERO,2019-08-28
7.2,1.5,ESQUEL AERO,2019-08-28
27.9,17.4,EZEIZA AERO,2019-08-28
33.4,16.3,FORMOSA AERO,2019-08-28
31.5,13.5,GENERAL PICO AERO,2019-08-28
9,1,GOBERNADOR GREGORES AERO,2019-08-28
28.5,13.3,GUALEGUAYCHU AERO,2019-08-28
32.4,14.6,IGUAZU AERO,2019-08-28
30.4,13,ITUZAINGO,2019-08-28
36,3.2,JACHAL,2019-08-28
31.3,16.4,JUJUY AERO,2019-08-28
29.6,13.2,JUJUY U N,2019-08-28
28.8,14.5,JUNIN AERO,2019-08-28
23.9,14.3,LA PLATA AERO,2019-08-28
19.7,-1.7,LA QUIACA OBS.,2019-08-28
35,12.5,LA RIOJA AERO,2019-08-28
29,15.8,LABOULAYE AERO,2019-08-28
26,15.5,LAS FLORES AERO,2019-08-28
34.6,18.8,LAS LOMITAS,2019-08-28
24,5.5,MALARGUE AERO,2019-08-28
12,2.6,MAQUINCHAO,2019-08-28
24,12.9,MAR DEL PLATA AERO,2019-08-28
30.3,15,MARCOS JUAREZ AERO,2019-08-28
26.4,13.6,MARIANO MORENO AERO,2019-08-28
28,8.2,MENDOZA AERO,2019-08-28
,9.7,MENDOZA OBSERVATORIO,2019-08-28
30.5,15.2,MERCEDES AERO (CTES),2019-08-28
26.5,16,MERLO AERO,2019-08-28
,13,METAN,2019-08-28
29.3,15.2,MONTE CASEROS AERO,2019-08-28
26.9,17,MORON AERO,2019-08-28
22.6,8.9,NEUQUEN AERO,2019-08-28
27.4,15.1,NUEVE DE JULIO,2019-08-28
31,14.5,OBERA AERO,2019-08-28
26.3,13.6,OLAVARRIA AERO,2019-08-28
36,18.4,ORAN AERO,2019-08-28
28.8,16.6,PARANA AERO,2019-08-28
13,1.4,PASO DE INDIOS,2019-08-28
30.2,14,PASO DE LOS LIBRES AERO,2019-08-28
35.5,13.5,PCIA. ROQUE SAENZ PE�A AERO,2019-08-28
27.9,17.3,PEHUAJO AERO,2019-08-28
8,1,PERITO MORENO AERO,2019-08-28
26.7,14.3,PIGUE AERO,2019-08-28
34,15.9,PILAR OBS.,2019-08-28
31.6,15.6,POSADAS AERO,2019-08-28
12.2,1.4,PUERTO DESEADO AERO,2019-08-28
17.2,4.8,PUERTO MADRYN AERO,2019-08-28
22.3,13,PUNTA INDIO B.A.,2019-08-28
,16,RAFAELA AERO,2019-08-28
33,16.2,RECONQUISTA AERO,2019-08-28
32.8,16.3,RESISTENCIA AERO,2019-08-28
24.6,15.4,RIO COLORADO,2019-08-28
31.4,13.5,RIO CUARTO AERO,2019-08-28
9,-0.5,RIO GALLEGOS AERO,2019-08-28
7.2,-0.4,RIO GRANDE B.A.,2019-08-28
37.5,,RIVADAVIA,2019-08-28
29,16,ROSARIO AERO,2019-08-28
29.6,12,SALTA AERO,2019-08-28
19.4,8.6,SAN ANTONIO OESTE AERO,2019-08-28
31.8,4,SAN CARLOS (MZA),2019-08-28
27,14.6,SAN FERNANDO,2019-08-28
34,9.5,SAN JUAN AERO,2019-08-28
12.6,1.4,SAN JULIAN AERO,2019-08-28
31.5,13.4,SAN LUIS AERO,2019-08-28
29,8.2,SAN MARTIN (MZA),2019-08-28
35.6,6.1,SAN RAFAEL AERO,2019-08-28
10.7,0.2,SANTA CRUZ AERO,2019-08-28
32.1,15.4,SANTA ROSA AERO,2019-08-28
,12.4,SANTA ROSA DE CONLARA AERO,2019-08-28
36.5,18.4,SANTIAGO DEL ESTERO AERO,2019-08-28
30.8,16.6,SAUCE VIEJO AERO,2019-08-28
31.9,16,SUNCHALES AERO,2019-08-28
25,13,TANDIL AERO,2019-08-28
36,20,TARTAGAL AERO,2019-08-28
31.6,17.8,TERMAS DE RIO HONDO AERO,2019-08-28
36,8,TINOGASTA,2019-08-28
19,7.9,TRELEW AERO,2019-08-28
29.1,16.9,TRENQUE LAUQUEN,2019-08-28
25.2,16.9,TRES ARROYOS,2019-08-28
34.4,16,TUCUMAN AERO,2019-08-28
5.5,0.5,USHUAIA AERO,2019-08-28
27.3,6.5,USPALLATA,2019-08-28
,13,VENADO TUERTO,2019-08-28
31.9,13,VICTORICA,2019-08-28
19.5,9.8,VIEDMA AERO,2019-08-28
32.5,16.5,VILLA DOLORES AERO,2019-08-28
24.1,12.5,VILLA GESELL AERO,2019-08-28
34.5,15.5,VILLA MARIA DEL RIO SECO,2019-08-28
33.3,7.4,VILLA REYNOLDS AERO,2019-08-28
22.7,16.3,AEROPARQUE AERO,2019-08-29
21.7,8,AZUL AERO,2019-08-29
19,6.5,BAHIA BLANCA AERO,2019-08-29
8,2,BARILOCHE AERO,2019-08-29
-17,-21,BASE BELGRANO II,2019-08-29
-0.6,-6.4,BASE CARLINI (EX JUBANY),2019-08-29
-4.4,-7,BASE ESPERANZA,2019-08-29
-8.6,-13.2,BASE MARAMBIO,2019-08-29
-3.5,-8.6,BASE ORCADAS,2019-08-29
-5.5,-12.5,BASE SAN MARTIN,2019-08-29
20,5.2,BENITO JUAREZ AERO,2019-08-29
28.6,17.8,BERNARDO DE IRIGOYEN AERO,2019-08-29
20.7,9.7,BOLIVAR AERO,2019-08-29
23.4,15.9,BUENOS AIRES,2019-08-29
23.9,14.8,CAMPO DE MAYO AERO,2019-08-29
35,16.8,CATAMARCA AERO,2019-08-29
27.5,19.2,CERES AERO,2019-08-29
31.2,15.2,CHAMICAL AERO,2019-08-29
8.6,2.4,CHAPELCO AERO,2019-08-29
29,15,CHEPES,2019-08-29
33,12.6,CHILECITO AERO,2019-08-29
19.4,4.8,CIPOLLETTI,2019-08-29
14.3,5.4,COMODORO RIVADAVIA AERO,2019-08-29
30.9,19.2,CONCORDIA AERO,2019-08-29
26.2,12.9,CORDOBA AERO,2019-08-29
27.1,16.4,CORDOBA OBSERVATORIO,2019-08-29
20.8,7.5,CORONEL PRINGLES AERO,2019-08-29
20.8,5.6,CORONEL SUAREZ AERO,2019-08-29
33.3,18.7,CORRIENTES AERO,2019-08-29
20,10.6,DOLORES AERO,2019-08-29
11,3.6,EL BOLSON AERO,2019-08-29
9.4,0,EL CALAFATE AERO,2019-08-29
24.5,14.5,EL PALOMAR AERO,2019-08-29
25,14.1,EL TREBOL,2019-08-29
28.5,9.7,ESC.AVIACION MILITAR AERO,2019-08-29
7.9,3,ESQUEL AERO,2019-08-29
24.7,13.2,EZEIZA AERO,2019-08-29
34,18,FORMOSA AERO,2019-08-29
24.5,8.6,GENERAL PICO AERO,2019-08-29
10,0.5,GOBERNADOR GREGORES AERO,2019-08-29
24.3,16.6,GUALEGUAYCHU AERO,2019-08-29
32.5,16.5,IGUAZU AERO,2019-08-29
32,17,ITUZAINGO,2019-08-29
29.5,11.3,JACHAL,2019-08-29
35.8,15.8,JUJUY AERO,2019-08-29
33,13.5,JUJUY U N,2019-08-29
22.8,13.2,JUNIN AERO,2019-08-29
22.3,13.2,LA PLATA AERO,2019-08-29
21.5,-0.7,LA QUIACA OBS.,2019-08-29
32.8,12.9,LA RIOJA AERO,2019-08-29
22.5,12.2,LABOULAYE AERO,2019-08-29
22,10.1,LAS FLORES AERO,2019-08-29
36.3,18.6,LAS LOMITAS,2019-08-29
19,4.5,MALARGUE AERO,2019-08-29
10.8,0.5,MAQUINCHAO,2019-08-29
20.6,7.7,MAR DEL PLATA AERO,2019-08-29
22.9,9.8,MARCOS JUAREZ AERO,2019-08-29
23.8,13.4,MARIANO MORENO AERO,2019-08-29
23.6,14.2,MENDOZA AERO,2019-08-29
,11.8,MENDOZA OBSERVATORIO,2019-08-29
32.5,18,MERCEDES AERO (CTES),2019-08-29
